locus_tag,gene_name,ncrna,start,end,strand,read_count,ins_index,gene_length,ins_count,fcn
b3543,dppB,0,3704771,3705790,-1,5207,0.147058823529412,1020,135,dipeptide ABC transporter membrane subunit DppB
b3544,dppA,0,3706098,3707705,-1,8409,0.142265193370166,1608,206,dipeptide ABC transporter periplasmic binding protein
b3545,proK,0,3708616,3708692,-1,279,0.128571428571429,77,9,
b3546,eptB,0,3708784,3710475,-1,11232,0.180564674983585,1692,275,Kdo2-lipid A phosphoethanolamine 7''-transferase
b3547,yhjX,0,3710799,3712007,-1,7964,0.182736455463728,1209,199,putative transporter YhjX
b3548,yhjY,0,3712236,3712934,-1,6815,0.26031746031746,699,164,putative outer membrane protein YhjY
b3549,tag,0,3713092,3713655,1,2903,0.165354330708661,564,84,3-methyl-adenine DNA glycosylase I, constitutive
b3550,yiaC,0,3713652,3714092,1,1726,0.136020151133501,441,54,peptidyl-lysine N-acetyltransferase YiaC
b3551,bisC,0,3714061,3716394,-1,9866,0.141361256544503,2334,297,biotin sulfoxide reductase
b3552,yiaD,0,3716547,3717206,1,3826,0.188552188552189,660,112,PF13488 family lipoprotein YiaD
b3553,ghrB,0,3717310,3718284,1,3303,0.129840546697039,975,114,glyoxylate reductase
b3554,yiaF,0,3718334,3719044,-1,4061,0.190625,711,122,DUF3053 domain-containing protein YiaF
b3555,yiaG,0,3719478,3719768,1,1738,0.187022900763359,291,49,putative DNA-binding transcriptional regulator YiaG
b3556,cspA,0,3720049,3720261,1,707,0.0572916666666667,213,11,cold shock protein CspA
b4793,ysaE,0,3720400,3720471,1,249,0.138461538461538,72,9,protein YsaE
b4647,mokA,0,3720448,3720632,-1,1243,0.215568862275449,185,36,pseudogene
b4455,hokA,0,3720448,3720600,-1,337,0.13768115942029,153,19,small toxic polypeptide
b3557,insJ,0,3720680,3721201,1,2983,0.225531914893617,522,106,insertion element IS150 protein InsA
b3558,insK,0,3721198,3722049,1,12092,0.246414602346806,852,189,IS150 conserved protein InsB
b4614,sokA,0,3722076,3722105,1,2,0.0740740740740741,30,2,pseudogene
b3559,glyS,0,3722328,3724397,-1,16,0.000536768652710682,2070,1,glycine--tRNA ligase subunit beta
b3560,glyQ,0,3724407,3725318,-1,0,0,912,0,glycine--tRNA ligase subunit alpha
b4553,ysaB,0,3725413,3725712,-1,4184,0.225925925925926,300,61,putative lipoprotein YsaB
b3561,wecH,0,3725887,3726882,1,24207,0.352285395763657,996,316,O-acetyltransferase WecH
b3562,yiaA,0,3726924,3727361,-1,4306,0.308860759493671,438,122,PF05360 family inner membrane protein YiaA
b3563,yiaB,0,3727407,3727748,-1,1076,0.204545454545455,342,63,PF05360 family inner membrane protein YiaB
b3564,xylB,0,3727917,3729371,-1,7668,0.173282442748092,1455,227,xylulokinase
b3565,xylA,0,3729443,3730765,-1,8187,0.18303946263644,1323,218,xylose isomerase
b3566,xylF,0,3731131,3732123,1,12383,0.306487695749441,993,274,xylose ABC transporter periplasmic binding protein
b3567,xylG,0,3732201,3733742,1,36629,0.405619596541787,1542,563,xylose ABC transporter ATP binding subunit
b3568,xylH,0,3733720,3734901,1,3158,0.105263157894737,1182,112,xylose ABC transporter membrane subunit
b3569,xylR,0,3734979,3736157,1,4033,0.133709981167608,1179,142,DNA-binding transcriptional dual regulator XylR
b3570,bax,0,3736353,3737177,-1,3712,0.162853297442799,825,121,putative glycoside hydrolase Bax
b4794,baxL,0,3737177,3737203,-1,89,0.16,27,4,putative translational regulatory protein BaxL
b3571,malS,0,3737497,3739527,1,6213,0.106126914660832,2031,194,alpha-amylase
b3572,avtA,0,3739705,3740958,1,4282,0.116031886625332,1254,131,valine--pyruvate aminotransferase
b3573,ysaA,0,3741109,3741582,-1,2186,0.133489461358314,474,57,putative electron transport protein YsaA
b3574,plaR,0,3741684,3742532,-1,3252,0.128104575163399,849,98,DNA-binding transcriptional repressor PlaR
b3575,yiaK,0,3742733,3743731,1,2956,0.114444444444444,999,103,2,3-diketo-L-gulonate reductase
b3576,yiaL,0,3743743,3744210,1,7117,0.165876777251185,468,70,DUF386 domain-containing protein YiaL
b3577,yiaM,0,3744328,3744801,1,5803,0.281030444964871,474,120,2,3-diketo-L-gulonate:Na(+) symporter - membrane subunit
b3578,yiaN,0,3744804,3746081,1,8940,0.181581233709818,1278,209,2,3-diketo-L-gulonate:Na(+) symporter - membrane subunit
b3579,yiaO,0,3746094,3747080,1,8033,0.186726659167604,987,166,2,3-diketo-L-gulonate:Na(+) symporter -periplasmic binding protein
b3580,lyxK,0,3747084,3748580,1,4796,0.103115727002967,1497,139,L-xylulose kinase
b3581,sgbH,0,3748577,3749239,1,2562,0.110552763819095,663,66,3-keto-L-gulonate-6-phosphate decarboxylase SgbH
b3582,sgbU,0,3749232,3750092,1,1701,0.0787096774193548,861,61,putative L-xylulose 5-phosphate 3-epimerase
b3583,sgbE,0,3750086,3750781,1,2418,0.119617224880383,696,75,L-ribulose-5-phosphate 4-epimerase SgbE
b4648,ysaC,0,3750813,3750914,-1,266,0.0760869565217391,102,7,pseudogene
b4649,ysaD,0,3750918,3751109,1,1568,0.213872832369942,192,37,pseudogene
b3584,yiaT,0,3751128,3751868,-1,6477,0.215892053973014,741,144,outer membrane protein YiaT
b3585,yiaU,0,3751992,3752966,1,11019,0.285876993166287,975,251,putative LysR-type DNA-binding transcriptional regulator YiaU
b3586,yiaV,0,3752963,3754099,-1,8427,0.2119140625,1137,217,putative membrane fusion protein YiaV
b3587,yiaW,0,3754105,3754428,-1,3134,0.273972602739726,324,80,DUF3302 domain-containing protein YiaW
b3588,aldB,0,3754973,3756511,-1,5915,0.137806637806638,1539,191,aldehyde dehydrogenase B
b3589,yiaY,0,3756676,3757827,-1,9697,0.155255544840887,1152,161,L-threonine dehydrogenase
b3590,selB,0,3758017,3759861,-1,8008,0.114990969295605,1845,191,selenocysteyl-tRNA-specific translation elongation factor
b3591,selA,0,3759858,3761249,-1,5498,0.121308858739026,1392,152,selenocysteine synthase
b3592,yibF,0,3761347,3761955,-1,2719,0.151183970856102,609,83,glutathione transferase-like protein YibF
b3593,rhsA,0,3762183,3766316,1,17699,0.231120666487503,4134,860,rhs element protein RhsA
b3594,yibA,0,3766337,3767179,1,847,0.0658761528326746,843,50,putative lyase containing HEAT-repeat
b3595,yibJ,0,3767221,3767922,1,8135,0.341772151898734,702,216,pseudogene
b3596,yibG,0,3768177,3768638,1,199,0.0168269230769231,462,7,tetratricopeptide-like domain-containing protein YibG
b4650,yibS,0,3768639,3768890,1,790,0.193832599118943,252,44,pseudogene
b4651,yibW,0,3768892,3769256,1,130,0.0212765957446809,365,7,pseudogene
b4615,yibV,0,3769345,3769680,1,148,0.0099009900990099,336,3,PF15596 family protein YibV
b4652,yibU,0,3769948,3770146,1,5589,0.338888888888889,199,61,pseudogene
b3597,yibH,0,3770243,3771379,-1,4925,0.1337890625,1137,137,inner membrane protein YibH
b3598,yibI,0,3771382,3771744,-1,1193,0.125382262996942,363,41,DUF3302 domain-containing protein YibI
b3599,mtlA,0,3772281,3774194,1,6896,0.128264654672084,1914,221,mannitol-specific PTS enzyme IICBA component
b3600,mtlD,0,3774424,3775572,1,3664,0.118840579710145,1149,123,mannitol-1-phosphate 5-dehydrogenase
b3601,mtlR,0,3775572,3776159,1,2190,0.139622641509434,588,74,transcriptional repressor MtlR
b4554,yibT,0,3776171,3776380,-1,782,0.153439153439153,210,29,protein YibT
b3602,yibL,0,3776665,3777027,1,1065,0.0795107033639144,363,26,DUF2810 domain-containing protein YibL
b3603,lldP,0,3777399,3779054,1,6272,0.121395036887995,1656,181,lactate/glycolate:H(+) symporter LldP
b3604,lldR,0,3779054,3779830,1,2835,0.0985714285714286,777,69,DNA-binding transcriptional dual regulator LldR
b3605,lldD,0,3779827,3781017,1,4253,0.107276119402985,1191,115,L-lactate dehydrogenase
b3606,trmL,0,3781215,3781688,1,1307,0.103044496487119,474,44,tRNA (cytidine/uridine-2'-O)-ribose methyltransferase
b3607,cysE,0,3781741,3782562,-1,89,0.0202702702702703,822,15,serine acetyltransferase
b3608,gpsA,0,3782642,3783661,-1,25,0.00108932461873638,1020,1,glycerol-3-phosphate dehydrogenase
b3609,secB,0,3783661,3784128,-1,24,0.004739336492891,468,2,protein export chaperone SecB
b3610,grxC,0,3784191,3784442,-1,580,0.140969162995595,252,32,glutaredoxin 3
b3611,yibN,0,3784584,3785015,-1,1712,0.141388174807198,432,55,putative sulfurtransferase YibN
b3612,gpmM,0,3785260,3786804,1,5459,0.11646297627606,1545,162,2,3-bisphosphoglycerate-independent phosphoglycerate mutase
b3613,envC,0,3786838,3788097,1,1117,0.0767195767195767,1260,87,murein hydrolase activator EnvC
b3614,yibQ,0,3788101,3789060,1,3973,0.144675925925926,960,125,divergent polysaccharide deacetylase domain-containing protein YibQ
b3615,waaH,0,3789047,3790081,-1,8584,0.210300429184549,1035,196,UDP-glucuronate:LPS(HepIII) glycosyltransferase
b3616,tdh,0,3790320,3791345,-1,3552,0.145021645021645,1026,134,threonine dehydrogenase
b3617,kbl,0,3791355,3792551,-1,5189,0.166048237476809,1197,179,2-amino-3-ketobutyrate CoA ligase
b3618,htrL,0,3792826,3793683,-1,5426,0.173350582147477,858,134,protein HtrL
b3619,rfaD,0,3793987,3794919,1,412,0.0821428571428571,933,69,ADP-L-glycero-D-mannoheptose 6-epimerase
b3620,waaF,0,3794929,3795975,1,1773,0.116648992576882,1047,110,ADP-heptose--LPS heptosyltransferase 2
b3621,waaC,0,3795979,3796938,1,723,0.0914351851851852,960,79,ADP-heptose:LPS heptosyltransferase 1
b3622,waaL,0,3796948,3798207,1,3624,0.0881834215167548,1260,100,O-antigen ligase
b4795,yibX,0,3797772,3798014,-1,1304,0.214611872146119,243,47,protein YibX
b4795,yibX,0,3797772,3797846,-1,1301,0.367647058823529,75,25,protein YibX-S
b4796,yibY,0,3798039,3798149,-1,555,0.21,111,21,protein YibY
b3623,waaU,0,3798239,3799312,-1,1525,0.094105480868666,1074,91,putative ADP-heptose:LPS heptosyltransferase 4
b3624,waaZ,0,3799345,3800196,-1,1444,0.116036505867014,852,89,lipopolysaccharide core biosynthesis protein WaaZ
b3625,waaY,0,3800267,3800965,-1,5535,0.249206349206349,699,157,lipopolysaccharide core heptose (II) kinase
b3626,waaJ,0,3800983,3801999,-1,7261,0.220524017467249,1017,202,UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase
b3627,waaO,0,3802039,3803058,-1,4172,0.211328976034858,1020,194,UDP-D-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase
b3628,waaB,0,3803058,3804137,-1,7793,0.283950617283951,1080,276,UDP-D-galactose:(glucosyl)lipopolysaccharide-1, 6-D-galactosyltransferase
b3629,waaS,0,3804181,3805116,-1,2175,0.120996441281139,936,102,lipopolysaccharide core biosynthesis protein WaaS
b3630,waaP,0,3805153,3805950,-1,9380,0.368567454798331,798,265,lipopolysaccharide core heptose (I) kinase
b3631,waaG,0,3805943,3807067,-1,11471,0.350444225074037,1125,355,lipopolysaccharide glucosyltransferase I
b3632,waaQ,0,3807064,3808098,-1,20959,0.42274678111588,1035,394,lipopolysaccharide core heptosyltransferase 3
b4760,rirA,0,3808166,3808238,-1,840,0.363636363636364,73,24,
b3633,waaA,0,3808540,3809817,1,2,0.00173761946133797,1278,2,KDO transferase
b3634,coaD,0,3809825,3810304,1,6,0.00231481481481481,480,1,pantetheine-phosphate adenylyltransferase
b3635,mutM,0,3810343,3811152,-1,4152,0.156378600823045,810,114,DNA-formamidopyrimidine glycosylase
b3636,rpmG,0,3811250,3811417,-1,34,0.0460526315789474,168,7,50S ribosomal subunit protein L33
b3637,rpmB,0,3811438,3811674,-1,2,0.00467289719626168,237,1,50S ribosomal subunit protein L28
b3638,yicR,0,3811891,3812559,-1,3313,0.185737976782753,669,112,RadC-like JAB domain-containing protein YicR
b3639,dfp,0,3812731,3813951,1,2,0.000909918107370337,1221,1,fused 4'-phosphopantothenoylcysteine decarboxylase and phosphopantothenoylcysteine synthetase
b3640,dut,0,3813929,3814387,1,0,0,459,0,dUTP diphosphatase
b3641,slmA,0,3814494,3815090,1,2070,0.12453531598513,597,67,nucleoid occlusion factor SlmA
b3642,pyrE,0,3815127,3815768,-1,826,0.119377162629758,642,69,orotate phosphoribosyltransferase
b3643,rph,0,3815863,3816549,-1,2327,0.140549273021002,687,87,truncated RNase PH
b3644,yicC,0,3816676,3817539,1,2782,0.101542416452442,864,79,UPF0701 family protein YicC
b3645,dinD,0,3817760,3818584,1,4997,0.165545087483176,825,123,DNA damage-inducible protein D
b3646,yicG,0,3818874,3819491,1,4108,0.159784560143627,618,89,PF03458 family inner membrane protein YicG
b3647,ligB,0,3819488,3821170,-1,6568,0.12013201320132,1683,182,DNA ligase B
b3648,gmk,0,3821428,3822051,1,0,0,624,0,guanylate kinase
b3649,rpoZ,0,3822106,3822381,1,853,0.104417670682731,276,26,RNA polymerase subunit omega
b3650,spoT,0,3822400,3824508,1,2268,0.0421274354923644,2109,80,bifunctional (p)ppGpp synthase/hydrolase SpoT
b3651,trmH,0,3824515,3825204,1,1886,0.119162640901771,690,74,tRNA (Gm18) 2'-O-methyltransferase
b3652,recG,0,3825210,3827291,1,4895,0.115795090715048,2082,217,ATP-dependent DNA helicase RecG
b3653,gltS,0,3827460,3828665,-1,3927,0.119705340699816,1206,130,glutamate:sodium symporter
b3654,xanP,0,3828945,3830336,1,5082,0.11731843575419,1392,147,xanthine:H(+) symporter XanP
b3655,yicH,0,3830457,3832166,1,6124,0.117608836907083,1710,181,AsmA family protein YicH
b3656,yicI,0,3832219,3834537,-1,8581,0.121168582375479,2319,253,alpha-D-xyloside xylohydrolase
b3657,yicJ,0,3834547,3835929,-1,5781,0.139759036144578,1383,174,putative xyloside transporter YicJ
b3658,selC,0,3836222,3836316,1,228,0.116279069767442,95,10,
b4653,yicT,0,3836425,3836556,1,2189,0.285714285714286,132,34,pseudogene
b3659,setC,0,3836953,3838137,1,8089,0.261480787253983,1185,279,putative arabinose exporter
b3660,yicL,0,3838248,3839171,1,14698,0.300480769230769,924,250,putative transporter YicL
b4797,yicU,0,3838642,3838701,-1,141,0.12962962962963,60,7,protein YicU
b3661,nlpA,0,3839175,3839993,-1,14257,0.363143631436314,819,268,lipoprotein-28
b4555,yicS,0,3840215,3840508,1,3910,0.283018867924528,294,75,uncharacterized protein YicS
b3662,nepI,0,3840549,3841739,-1,3133,0.100746268656716,1191,108,purine ribonucleoside exporter
b3663,yicN,0,3841950,3842402,-1,1119,0.0906862745098039,453,37,DUF1198 domain-containing protein YicN
b3664,adeQ,0,3842455,3843789,-1,13430,0.232113144758735,1335,279,adenine transporter
b3665,adeD,0,3843964,3845730,1,8396,0.143306096794469,1767,228,adenine deaminase
b3666,uhpT,0,3845776,3847167,-1,4041,0.116520351157223,1392,146,hexose-6-phosphate:phosphate antiporter
b3667,uhpC,0,3847305,3848624,-1,3351,0.085016835016835,1320,101,inner membrane protein sensing glucose-6-phosphate
b3668,uhpB,0,3848634,3850136,-1,4103,0.0916481892091648,1503,124,sensory histidine kinase UhpB
b3669,uhpA,0,3850136,3850726,-1,2635,0.116541353383459,591,62,DNA-binding transcriptional activator UhpA
b3670,ilvN,0,3850802,3851092,-1,961,0.0916030534351145,291,24,acetohydroxy acid synthase I subunit IlvN
b3671,ilvB,0,3851096,3852784,-1,5930,0.0959894806048652,1689,146,acetohydroxy acid synthase I subunit IlvB
b3672,ivbL,0,3852890,3852988,-1,450,0.144444444444444,99,13,ilvBN operon leader peptide
b4616,istR,0,3853118,3853257,-1,131,0.0317460317460317,140,4,
b4618,tisB,0,3853553,3853642,1,377,0.0987654320987654,90,8,membrane-depolarizing toxin TisB
b4798,ysdE,0,3853766,3853840,-1,323,0.132352941176471,75,9,protein YsdE
b3673,emrD,0,3853922,3855106,1,3666,0.0946579194001874,1185,101,multidrug efflux pump EmrD
b3674,yidF,0,3855114,3855611,-1,1884,0.102449888641425,498,46,uncharacterized protein YidF
b3675,yidG,0,3855608,3855970,-1,1773,0.128440366972477,363,42,inner membrane protein YidG
b3676,yidH,0,3855960,3856307,-1,1791,0.156050955414013,348,49,DUF202 domain-containing inner membrane protein YidH
b3677,yidI,0,3856415,3856864,1,921,0.0617283950617284,450,25,putative inner membrane protein YidI
b3678,yidJ,0,3856911,3858404,-1,3590,0.0869888475836431,1494,117,putative sulfatase/phosphatase YidJ
b3679,yidK,0,3858401,3860116,-1,7040,0.111326860841424,1716,172,putative transporter YidK
b3680,yidL,0,3860283,3861176,1,13833,0.277018633540373,894,223,putative DNA-binding transcriptional regulator YidL
b4556,ysdC,0,3861173,3861349,-1,1091,0.1875,177,30,pseudogene
b3681,glvG,0,3861349,3861987,-1,1500,0.0920138888888889,639,53,putative inactive phospho-glucosidase
b3682,glvB,0,3861987,3862472,-1,1432,0.102739726027397,486,45,putative PTS enzyme II component GlvB
b3683,glvC,0,3862497,3863603,-1,2970,0.0962888665997994,1107,96,putative PTS enzyme II component GlvC
b3684,yidP,0,3863899,3864615,1,2342,0.102167182662539,717,66,putative DNA-binding transcriptional regulator YidP
b3685,yidE,0,3864612,3866273,-1,6868,0.143716577540107,1662,215,putative transport protein YidE
b3686,ibpB,0,3866469,3866897,-1,1566,0.134366925064599,429,52,small heat shock protein IbpB
b3687,ibpA,0,3867009,3867422,-1,1683,0.144772117962467,414,54,small heat shock protein IbpA
b3688,yidQ,0,3867728,3868060,1,1095,0.133333333333333,333,40,DUF1375 domain-containing putative lipoprotein YidQ
b3689,yidR,0,3868062,3869309,-1,4410,0.112099644128114,1248,126,DUF3748 domain-containing galacturonate catabolism protein YidR
b3690,cbrA,0,3869377,3870441,1,2974,0.091762252346194,1065,88,colicin M resistance protein
b3691,dgoT,0,3870438,3871730,-1,5368,0.125429553264605,1293,146,D-galactonate:H(+) symporter
b4478,dgoD,0,3871850,3872998,-1,3656,0.117874396135266,1149,122,D-galactonate dehydratase
b4477,dgoA,0,3872995,3873612,-1,2524,0.104129263913824,618,58,2-dehydro-3-deoxy-6-phosphogalactonate aldolase
b3693,dgoK,0,3873596,3874474,-1,2546,0.0934343434343434,879,74,2-dehydro-3-deoxygalactonokinase
b4479,dgoR,0,3874471,3875160,-1,2182,0.115942028985507,690,72,DNA-binding transcriptional regulator DgoR
b3696,yidX,0,3875438,3876094,1,4231,0.179054054054054,657,106,putative lipoprotein YidX
b3697,yidA,0,3876140,3876952,-1,4608,0.173497267759563,813,127,sugar phosphatase YidA
b3698,yidB,0,3877067,3877465,-1,1373,0.122222222222222,399,44,DUF937 domain-containing protein YidB
b3699,gyrB,0,3877705,3880119,-1,8,0.000919963201471941,2415,2,DNA gyrase subunit B
b3700,recF,0,3880148,3881221,-1,5547,0.145811789038263,1074,141,DNA repair protein RecF
b3701,dnaN,0,3881221,3882321,-1,0,0,1101,0,beta sliding clamp
b3702,dnaA,0,3882326,3883729,-1,0,0,1404,0,chromosomal replication initiator protein DnaA
b4757,ysdD,0,3884026,3884106,1,298,0.0958904109589041,81,7,protein YsdD
b3703,rpmH,0,3884336,3884476,1,0,0,141,0,50S ribosomal subunit protein L34
b3704,rnpA,0,3884493,3884852,1,1,0.00308641975308642,360,1,RNase P protein component
b4557,yidD,0,3884816,3885073,1,528,0.0987124463519313,258,23,membrane protein insertion efficiency factor
b3705,yidC,0,3885076,3886722,1,19,0.00134861766689144,1647,2,membrane protein insertase YidC
b3706,mnmE,0,3886828,3888192,1,2105,0.104149715215622,1365,128,5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit
b3707,tnaC,0,3888435,3888509,1,44,0.0294117647058824,75,2,tnaAB operon leader peptide
b3708,tnaA,0,3888730,3890145,1,21006,0.334901960784314,1416,427,tryptophanase
b3709,tnaB,0,3890236,3891483,1,20496,0.367437722419929,1248,413,tryptophan:H(+) symporter TnaB
b3710,mdtL,0,3891615,3892790,1,4490,0.135033050047214,1176,143,efflux pump MdtL
b3711,yidZ,0,3892765,3893724,1,3616,0.12962962962963,960,112,putative LysR-type transcriptional regulator YidZ
b3712,yieE,0,3893881,3894630,1,2566,0.111111111111111,750,75,putative phosphopantetheinyl transferase
b3713,yieF,0,3894652,3895218,1,2911,0.135029354207436,567,69,chromate reductase
b3714,adeP,0,3895272,3896609,-1,4964,0.134439834024896,1338,162,adenine:H(+) symporter
b3715,yieH,0,3896774,3897439,1,3834,0.161666666666667,666,97,6-phosphogluconate phosphatase
b3716,cbrB,0,3897506,3897973,1,3187,0.201421800947867,468,85,putative inner membrane protein
b3717,cbrC,0,3898022,3898609,1,5060,0.179245283018868,588,95,UPF0167 family colicin E2 tolerance protein CbrC
b3718,yieK,0,3898671,3899393,-1,3670,0.158218125960061,723,103,putative glucosamine-6-phosphate deaminase YieK
b3719,yieL,0,3899408,3900577,-1,7080,0.164292497625831,1170,173,putative hydrolase YieL
b3720,bglH,0,3900604,3902220,-1,13895,0.251373626373626,1617,366,carbohydrate-specific outer membrane porin, cryptic
