seqid	start	end	strand	gene	locus_tag
CP000032.1	247631	248113	+	nirH	SPOA0226
CP000032.1	248115	249326	+	nirJ	SPOA0227
CP000032.1	249427	250938	+	nirN	SPOA0228
CP000032.1	250979	251170	+		SPOA0229
CP000032.1	251221	252138	-		SPOA0230
CP000032.1	252309	253250	+		SPOA0231
CP000032.1	253363	254415	+	opuAA	SPOA0232
CP000032.1	254412	255986	+		SPOA0233
CP000032.1	256041	257039	+		SPOA0234
CP000032.1	257036	258022	+	speB-4	SPOA0235
CP000032.1	258234	259955	+	dctB	SPOA0236
CP000032.1	259961	261301	+	dctD-2	SPOA0237
CP000032.1	261428	262441	+		SPOA0238
CP000032.1	262516	263151	+		SPOA0239
CP000032.1	263144	264544	+		SPOA0240
CP000032.1	264766	265689	-		SPOA0241
CP000032.1	265820	266860	-		SPOA0242
CP000032.1	266928	268430	-		SPOA0243
CP000032.1	268432	269346	-		SPOA0244
CP000032.1	269349	270524	-		SPOA0245
CP000032.1	270521	271546	-	pdxA-2	SPOA0246
CP000032.1	271543	272505	-		SPOA0247
CP000032.1	272618	273043	-		SPOA0248
CP000032.1	273143	274120	-		SPOA0249
CP000032.1	274138	275418	-		SPOA0250
CP000032.1	275421	275969	-		SPOA0251
CP000032.1	276053	277078	+		SPOA0252
CP000032.1	277117	278247	-		SPOA0253
CP000032.1	278352	279479	-	rbsC-1	SPOA0254
CP000032.1	279491	280252	-		SPOA0255
CP000032.1	280380	281426	-		SPOA0256
CP000032.1	281449	282468	-	rbsC-2	SPOA0257
CP000032.1	282480	283985	-	rbsA	SPOA0258
CP000032.1	284124	285167	+		SPOA0259
CP000032.1	285382	286890	-		SPOA0260
CP000032.1	286995	287675	-		SPOA0261
CP000032.1	287856	289097	-		SPOA0262
CP000032.1	289097	290407	-		SPOA0263
CP000032.1	290411	290944	-		SPOA0264
CP000032.1	291001	292065	-		SPOA0265
CP000032.1	292150	293091	-		SPOA0266
CP000032.1	293082	294038	-		SPOA0267
CP000032.1	294459	295271	+		SPOA0268
CP000032.1	295294	296604	+		SPOA0269
CP000032.1	296672	297382	+		SPOA0270
CP000032.1	297379	298593	+		SPOA0271
CP000032.1	298624	299736	+		SPOA0272
CP000032.1	300016	300510	+		SPOA0272a
CP000032.1	300585	301151	-		SPOA0273
CP000032.1	301297	302574	+	gabT	SPOA0274
CP000032.1	302576	304036	+	gabD-3	SPOA0275
CP000032.1	304052	304993	-	cscK	SPOA0276
CP000032.1	305059	305817	-		SPOA0277
CP000032.1	305817	307118	-		SPOA0278
CP000032.1	307118	307627	-		SPOA0279
CP000032.1	307702	308697	-		SPOA0280
CP000032.1	308914	309798	+		SPOA0281
CP000032.1	309822	311339	-		SPOA0282
CP000032.1	311439	313043	-		SPOA0283
CP000032.1	313162	314052	+		SPOA0284
CP000032.1	314098	314883	-	caiD-2	SPOA0285
CP000032.1	314883	315488	-		SPOA0286
CP000032.1	315492	317504	-		SPOA0287
CP000032.1	317587	318747	-	acdA-3	SPOA0288
CP000032.1	318870	319769	+		SPOA0289
CP000032.1	319825	320892	-		SPOA0290
CP000032.1	320935	321894	-		SPOA0291
CP000032.1	322185	322844	+	psd	SPOA0292
CP000032.1	322880	323635	+	pssA	SPOA0293
CP000032.1	323640	324260	+	pmtA	SPOA0294
CP000032.1	324468	325151	-		SPOA0295
CP000032.1	325158	325880	-	livF-2	SPOA0296
CP000032.1	325884	326666	-	livG	SPOA0297
CP000032.1	326663	327643	-		SPOA0298
CP000032.1	327648	328517	-		SPOA0299
CP000032.1	328607	329794	-		SPOA0300
CP000032.1	330025	330744	+		SPOA0301
CP000032.1	331140	332186	+		SPOA0302
CP000032.1	332220	333317	-		SPOA0303
CP000032.1	333314	334621	-	repA	SPOA0304
CP000032.1	335100	335789	+		SPOA0305
CP000032.1	335830	338127	-		SPOA0306
CP000032.1	339974	341653	-		SPOA0309
CP000032.1	341657	344068	-		SPOA0310
CP000032.1	344068	346467	-		SPOA0311
CP000032.1	346464	347753	-		SPOA0312
CP000032.1	347750	349294	-		SPOA0313
CP000032.1	349404	350270	+		SPOA0314
CP000032.1	351557	353770	+	icd	SPOA0315
CP000032.1	353871	355526	-		SPOA0316
CP000032.1	355845	356303	-		SPOA0317
CP000032.1	356420	357622	+	megL	SPOA0318
CP000032.1	357789	360179	+		SPOA0319
CP000032.1	360331	360708	+	hpcD	SPOA0320
CP000032.1	360699	361160	-		SPOA0321
CP000032.1	361284	362402	+		SPOA0322
CP000032.1	362508	363212	+		SPOA0323
CP000032.1	363209	363772	+		SPOA0324
CP000032.1	363781	364857	-		SPOA0325
CP000032.1	365032	365916	+		SPOA0326
CP000032.1	367716	368282	+		SPOA0327
CP000032.1	368322	368957	+		SPOA0328
CP000032.1	370463	370852	-	mgsA	SPOA0329
CP000032.1	370846	371505	-	eda-2	SPOA0330
CP000032.1	371484	372431	-		SPOA0331
CP000032.1	372441	374237	-		SPOA0332
CP000032.1	374238	375503	-		SPOA0333
CP000032.1	375570	376130	-		SPOA0334
CP000032.1	376203	377222	-		SPOA0335
CP000032.1	377348	378382	+		SPOA0336
CP000032.1	379179	381470	-		SPOA0337
CP000032.1	381777	382751	+		SPOA0338
CP000032.1	383108	383779	-		SPOA0339
CP000032.1	383776	384009	-		SPOA0340
CP000032.1	384039	384818	-		SPOA0341
CP000032.1	384945	385730	-		SPOA0342
CP000032.1	385776	386387	-		SPOA0343
CP000032.1	386564	387508	-		SPOA0344
CP000032.1	387556	388539	+		SPOA0345
CP000032.1	388536	388925	+		SPOA0346
CP000032.1	388947	390134	+		SPOA0347
CP000032.1	390671	391216	+		SPOA0348
CP000032.1	391276	392235	-		SPOA0349
CP000032.1	392232	392450	-		SPOA0350
CP000032.1	392392	392625	-		SPOA0351
CP000032.1	392691	394046	-		SPOA0352
CP000032.1	394173	395651	+		SPOA0353
CP000032.1	395648	396946	+		SPOA0354
CP000032.1	396943	397887	+		SPOA0355
CP000032.1	397884	399119	+		SPOA0356
CP000032.1	399373	400101	+		SPOA0357
CP000032.1	400107	401477	+		SPOA0358
CP000032.1	401807	402403	+		SPOA0359
CP000032.1	402425	403855	+		SPOA0360
CP000032.1	403852	404352	+		SPOA0361
CP000032.1	404349	405083	+		SPOA0362
CP000032.1	405287	406045	+		SPOA0363
CP000032.1	406161	407222	+		SPOA0364
CP000032.1	407279	409636	+		SPOA0365
CP000032.1	409666	411012	+		SPOA0366
CP000032.1	411009	412142	-		SPOA0367
CP000032.1	412340	412849	-		SPOA0368
CP000032.1	412958	413620	-		SPOA0369
CP000032.1	413692	415635	-	copA	SPOA0370
CP000032.1	415806	416144	-		SPOA0371
CP000032.1	416293	416856	-		SPOA0372
CP000032.1	416936	418225	-		SPOA0373
CP000032.1	418331	419371	-		SPOA0374
CP000032.1	419547	421010	+		SPOA0375
CP000032.1	421021	422331	+		SPOA0376
CP000032.1	422351	423844	+		SPOA0377
CP000032.1	423926	425029	-		SPOA0378
CP000032.1	425152	426624	+		SPOA0379
CP000032.1	426750	428057	+		SPOA0380
CP000032.1	428256	429296	+		SPOA0381
CP000032.1	429358	430461	+		SPOA0382
CP000032.1	430463	431347	+		SPOA0383
CP000032.1	431347	432174	+		SPOA0384
CP000032.1	432275	433567	+		SPOA0385
CP000032.1	433575	435200	+		SPOA0386
CP000032.1	435270	436184	+		SPOA0387
CP000032.1	436276	438348	+		SPOA0388
CP000032.1	438569	439006	+		SPOA0389
CP000032.1	438997	440526	-		SPOA0390
CP000032.1	440874	441527	+		SPOA0391
CP000032.1	441633	442271	+		SPOA0392
CP000032.1	442261	442560	+		SPOA0393
CP000032.1	442435	443445	-		SPOA0394
CP000032.1	443439	444830	+		SPOA0395
CP000032.1	444910	445212	+		SPOA0396
CP000032.1	445209	445832	+		SPOA0397
CP000032.1	445902	446225	+		SPOA0398
CP000032.1	446276	446620	+		SPOA0399
CP000032.1	446685	447080	-		SPOA0400
CP000032.1	447094	448716	-	badA-2	SPOA0401
CP000032.1	448720	449172	-		SPOA0402
CP000032.1	449201	450343	-		SPOA0403
CP000032.1	450396	451199	-		SPOA0404
CP000032.1	451196	451663	-		SPOA0405
CP000032.1	451660	452418	-		SPOA0406
CP000032.1	452415	454709	-		SPOA0407
CP000032.1	454843	455619	+		SPOA0408
CP000032.1	455624	456460	+		SPOA0409
CP000032.1	456748	458676	+		SPOA0410
CP000032.1	459056	459937	+		SPOA0412
CP000032.1	459934	460413	+		SPOA0413
CP000032.1	460413	462674	+		SPOA0414
CP000032.1	462667	462912	+		SPOA0415
CP000032.1	463118	463858	-		SPOA0416
CP000032.1	463866	464555	-		SPOA0417
CP000032.1	464662	466353	+		SPOA0418
CP000032.1	466454	467290	-		SPOA0419
CP000032.1	467341	467541	-		SPOA0420
CP000032.1	467615	468235	-		SPOA0421
CP000032.1	468250	468714	-		SPOA0422
CP000032.1	469019	469585	+		SPOA0423
CP000032.1	469613	471757	-	fabJ-2	SPOA0424
CP000032.1	471770	472978	-		SPOA0425
CP000032.1	473076	474071	+		SPOA0426
CP000032.1	474087	474419	-		SPOA0427
CP000032.1	474485	475711	-		SPOA0428
CP000032.1	475904	477349	+		SPOA0429
CP000032.1	477356	478450	-		SPOA0430
CP000032.1	478537	479736	-		SPOA0431
CP000032.1	479797	481134	-	pcaB	SPOA0432
CP000032.1	481134	481847	-		SPOA0433
CP000032.1	481860	482648	-	catD	SPOA0434
CP000032.1	482759	483733	-		SPOA0435
CP000032.1	483730	484557	-		SPOA0436
CP000032.1	484558	485244	-	dehII	SPOA0437
CP000032.1	485378	485806	+		SPOA0438
CP000032.1	485896	486687	-	fabI-3	SPOA0439
CP000032.1	486694	487923	-	fabB	SPOA0440
CP000032.1	488138	489025	+		SPOA0441
CP000032.1	489041	489136	+		SPOA0442
CP000032.1	489176	489439	+		SPOA0443
CP000032.1	489506	490015	-	fabA	SPOA0444
CP000032.1	490204	490623	+		SPOA0445
CP000032.1	490624	491520	-		SPOA0446
