Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
BW25113_RS25975	BW25113_RS25975	576810	577118	phage terminase large subunit family protein
ycjU	BW25113_RS06900	1374405	1375064	&beta;-phosphoglucomutase
yjbT	BW25113_RS25330	4229705	4229983	PF17089 family protein YjbT
ubiC	BW25113_RS20975	4242434	4242931	chorismate lyase
pphA	BW25113_RS09630	1916570	1917226	phosphoprotein phosphatase 1
oppF	BW25113_RS06500	1300021	1301025	murein tripeptide ABC transporter / oligopeptide ABC transporter ATP binding subunit OppF
ecpC	BW25113_RS01495	302518	305043	putative fimbrial usher protein EcpC
gdx	BW25113_RS21560	4366692	4367009	guanidinium exporter
chpB	BW25113_RS21950	4438509	4438859	endoribonuclease toxin ChpB
ppdC	BW25113_RS14680	2955800	2956123	prepilin-type N-terminal cleavage/methylation domain-containing protein PpdC
uidB	BW25113_RS08455	1687147	1688520	glucuronide:H<sup>+</sup> symporter
argP	BW25113_RS15155	3053112	3054005	DNA-binding transcriptional dual regulator ArgP
malK	BW25113_RS20950	4236712	4237827	maltose ABC transporter ATP binding subunit
srlB	BW25113_RS14075	2820721	2821092	sorbitol-specific PTS enzyme IIA component
tauB	BW25113_RS01890	381663	382430	taurine ABC transporter ATP binding subunit
yciX	BW25113_RS06660	1329548	1329715	uncharacterized protein YciX
bioP	BW25113_RS19870	4004436	4005335	biotin transporter
clpP	BW25113_RS02265	452133	452756	ATP-dependent Clp protease proteolytic subunit
torS	BW25113_RS05165	1048890	1051634	sensor histidine kinase TorS
frsA	BW25113_RS01210	253014	254258	fermentation-respiration switch protein
BW25113_RS07895	BW25113_RS07895	1584591	1584799	helix-turn-helix transcriptional regulator
ompT	BW25113_RS02925	580136	581089	DLP12 prophage; omptin family outer membrane protease OmpT
atoB	BW25113_RS11615	2319588	2320772	acetyl-CoA acetyltransferase
gsiB	BW25113_RS04310	864867	866405	glutathione ABC transporter periplasmic binding protein
yeaH	BW25113_RS09335	1863212	1864495	DUF444 domain-containing protein YeaH
yhiJ	BW25113_RS18060	3624328	3625950	DUF4049 domain-containing protein YhiJ
hfq	BW25113_RS21680	4390105	4390413	RNA-binding protein Hfq
ftnB	BW25113_RS09950	1980406	1980909	putative ferritin-like protein
puuA	BW25113_RS06800	1353747	1355165	glutamate-putrescine ligase
yecM	BW25113_RS09830	1953537	1954103	putative metal-binding enzyme YecM
yejA	BW25113_RS11365	2265843	2267657	oligopeptide ABC transporter periplasmic binding protein YejA
pinQ	BW25113_RS08100	1627879	1628469	Qin prophage; putative recombinase PinQ
lacA	BW25113_RS01755	356960	357571	galactoside <i>O</i>-acetyltransferase
ymgI	BW25113_RS06100	1218446	1218619	uncharacterized protein YmgI
yccM	BW25113_RS05160	1047745	1048818	putative electron transport protein YccM
serC	BW25113_RS04705	953109	954197	phosphoserine/phosphohydroxythreonine aminotransferase
wbbI	BW25113_RS10625	2098546	2099538	&beta;-1,6-galactofuranosyltransferase WbbI
nudJ	BW25113_RS05900	1189283	1189744	phosphatase NudJ
ygeV	BW25113_RS14920	2997367	2999145	putative &sigma;<sup>54</sup>-dependent transcriptional regulator YgeV
caiE	BW25113_RS00185	34781	35371	putative transferase CaiE
torD	BW25113_RS05190	1057255	1057854	trimethylamine-N-oxide reductase-specific chaperone
slyB	BW25113_RS08590	1714133	1714600	outer membrane lipoprotein SlyB
yidR	BW25113_RS19175	3861422	3862636	DUF3748 domain-containing galacturonate catabolism protein YidR
yciE	BW25113_RS06555	1308975	1309481	DUF892 domain-containing protein YciE
zraP	BW25113_RS20765	4191191	4191616	signaling pathway modulator ZraP
rprA	BW25113_RS23110	1764629	1764736	antisense sRNA RprA
ydfW	BW25113_RS23105	1641431	1641580	Qin prophage; protein YdfW
tusB	BW25113_RS17325	3468037	3468324	sulfurtransferase complex subunit TusB
lysS	BW25113_RS15030	3027016	3028533	lysine&mdash;tRNA ligase
ddpF	BW25113_RS07775	1551369	1552295	putative D,D-dipeptide ABC transporter ATP-binding subunit DdpF
BW25113_RS20795	BW25113_RS20795	4199702	4199777	tRNA-Glu
yceM	BW25113_RS05565	1122262	1123185	putative oxidoreductase YceM
yhbQ	BW25113_RS16355	3293325	3293627	DNA damage response nuclease YhbQ
yjhP	BW25113_RS22375	4522254	4523000	KpLE2 phage-like element; putative methyltransferase YjhP
sufB	BW25113_RS08805	1756779	1758266	Fe-S cluster scaffold complex subunit SufB
cycA	BW25113_RS21865	4419681	4421093	D-serine/alanine/glycine:H<sup>+</sup>symporter
idnO	BW25113_RS22145	4482404	4483168	5-keto-D-gluconate 5-reductase
galK	BW25113_RS03930	784287	785435	galactokinase
ahr	BW25113_RS22160	4485007	4486026	NADPH-dependent aldehyde reductase Ahr
ybgO	BW25113_RS03705	743377	744438	putative fimbrial protein YbgO
phoQ	BW25113_RS05875	1183772	1185232	sensor histidine kinase PhoQ
yiiX	BW25113_RS20425	4117214	4117822	putative lipid-binding hydrolase YiiX
yfjQ	BW25113_RS13735	2762024	2762845	CP4-57 prophage; DUF932 domain-containing protein YfjQ
atpG	BW25113_RS19405	3910762	3911625	ATP synthase F<sub>1</sub> complex subunit &gamma;
bioB	BW25113_RS04025	804800	805840	biotin synthase
yjiR	BW25113_RS22600	4559979	4561391	fused putative DNA-binding transcriptional regulator/putative aminotransferase YjiR
rodZ	BW25113_RS13125	2635190	2636203	cytoskeleton protein RodZ
menD	BW25113_RS11830	2371068	2372738	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
yhhI	BW25113_RS18040	3617738	3618874	putative transposase
BW25113_RS15490	BW25113_RS15490	3123537	3124553	IS5-like element IS5 family transposase
fecD	BW25113_RS22265	4501275	4502231	ferric citrate ABC transporter membrane subunit FecD
rimP	BW25113_RS16435	3310913	3311365	ribosome maturation factor RimP
ccmD	BW25113_RS11470	2288856	2289065	cytochrome <i>c</i> maturation protein D
aaeR	BW25113_RS16810	3382879	3383808	DNA-binding transcriptional activator AaeR
mrr	BW25113_RS22650	4576766	4577680	Type IV methyl-directed restriction enzyme EcoKMrr
rcsC	BW25113_RS11585	2310506	2313355	histidine kinase RcsC
casE	BW25113_RS14340	2873147	2873746	pre-CRISPR RNA endonuclease
ybdZ	BW25113_RS03045	609398	609616	enterobactin biosynthesis protein YbdZ
pgsA	BW25113_RS10005	1985750	1986298	CDP-diacylglycerol&mdash;glycerol-3-phosphate 3-phosphatidyltransferase
mrdA	BW25113_RS03300	661772	663673	peptidoglycan DD-transpeptidase MrdA
yedE	BW25113_RS10095	2001758	2002963	putative selenium transporter YedE
cspC	BW25113_RS09545	1901483	1901692	transcription antiterminator and regulator of mRNA stability CspC
entH	BW25113_RS03105	624756	625169	proofreading thioesterase in enterobactin biosynthesis
flgM	BW25113_RS05580	1125291	1125584	anti-sigma factor for FliA (&sigma;<sup>28</sup>)
yjiX	BW25113_RS22660	4578693	4578896	PF04328 family protein YjiX
ygcN	BW25113_RS14390	2886016	2887287	putative oxidoreductase with FAD/NAD(P)-binding domain
ribA	BW25113_RS06680	1332827	1333417	GTP cyclohydrolase 2
ptsA	BW25113_RS20485	4129648	4132149	putative PTS multiphosphoryl transfer protein PtsA
ynbC	BW25113_RS07395	1473395	1475152	hydrolase/methyltransferase domain-containing protein YnbC
arcA	BW25113_RS22925	4629407	4630123	DNA-binding transcriptional dual regulator ArcA
zapE	BW25113_RS16755	3372229	3373356	cell division protein ZapE
pgaC	BW25113_RS05325	1081977	1083302	poly-<i>N</i>-acetyl-D-glucosamine synthase subunit PgaC
dppC	BW25113_RS18370	3697219	3698121	dipeptide ABC transporter membrane subunit DppC
ygaZ	BW25113_RS13955	2802976	2803713	L-valine exporter, YgaZ component
lacZ	BW25113_RS01765	358942	360069	beta-galactosidase
cynR	BW25113_RS01735	353502	354401	DNA-binding transcriptional dual regulator CynR
rob	BW25113_RS22900	4624258	4625127	DNA-binding transcriptional dual regulator Rob
ykgM	BW25113_RS01525	308225	308488	50S ribosomal subunit protein L31B
glnP	BW25113_RS04205	841916	842575	L-glutamine ABC transporter membrane subunit
mrcB	BW25113_RS00750	161217	163751	PBP1B&gamma;
polA	BW25113_RS20045	4040326	4043112	DNA polymerase I
moaD	BW25113_RS04075	814504	814749	molybdopterin synthase sulfur carrier subunit
yjiG	BW25113_RS22545	4549356	4549817	Gate family protein YjiG
cbtA	BW25113_RS10470	2071050	2071424	CP4-44 prophage; cytoskeleton-binding toxin CbtA
yfhH	BW25113_RS13350	2692118	2692966	putative DNA-binding transcriptional regulator YfhH
ykfB	BW25113_RS01265	261331	261798	CP4-6 prophage; protein YkfB
menB	BW25113_RS11820	2369441	2370298	1,4-dihydroxy-2-naphthoyl-CoA synthase
ykfC	BW25113_RS01320	268573	269664	group II intron reverse transcriptase/maturase
yodC	BW25113_RS10225	2021669	2021851	protein YodC
BW25113_RS14825	BW25113_RS14825	2983913	2984359	hypothetical protein
glmS	BW25113_RS19385	3905199	3907028	L-glutamine&mdash;D-fructose-6-phosphate aminotransferase
aroG	BW25113_RS03915	781089	782141	3-deoxy-7-phosphoheptulonate synthase, Phe-sensitive
slt	BW25113_RS22880	4620550	4622487	soluble lytic murein transglycosylase
treA	BW25113_RS06230	1241135	1242832	periplasmic trehalase
ypfJ	BW25113_RS12910	2589233	2590096	uncharacterized protein YpfJ
yjdI	BW25113_RS21435	4341660	4341890	PF06902 family protein YjdI
ypdI	BW25113_RS12395	2488177	2488452	colanic acid synthesis putative lipoprotein YpdI
BW25113_RS09995	BW25113_RS09995	1985395	1985468	tRNA-Cys
qseB	BW25113_RS15700	3163187	3163846	DNA-binding transcriptional activator QseB
cyoA	BW25113_RS02235	446119	447066	cytochrome <i>bo</i><sub>3</sub> subunit 2
lysR	BW25113_RS14770	2972380	2973315	DNA-binding transcriptional dual regulator LysR
rpsM	BW25113_RS17100	3435474	3435830	30S ribosomal protein S13
ynfB	BW25113_RS08285	1650065	1650406	DUF1283 domain-containing protein YnfB
hycE	BW25113_RS14160	2838121	2839830	hydrogenase 3 large subunit
yadN	BW25113_RS00705	152786	153370	putative fimbrial protein YadN
ycjD	BW25113_RS06755	1345664	1346017	DUF559 domain-containing protein YcjD
yhjR	BW25113_RS18325	3689357	3689545	PF10945 family protein YhjR
sgcB	BW25113_RS22365	4520072	4520350	putative PTS enzyme IIB component SgcB
ygfS	BW25113_RS15000	3021883	3022371	putative electron transport protein YgfS
yafQ	BW25113_RS01140	242448	242726	ribosome-dependent mRNA interferase toxin YafQ
yaeI	BW25113_RS00825	180744	181556	phosphodiesterase YaeI
azuC	BW25113_RS25130	1981354	1981440	small regulatory membrane protein AzuC
BW25113_RS00100	BW25113_RS00100	19811	20508	IS1-like element IS1A family transposase
iaaA	BW25113_RS04300	862024	862989	isoaspartyl dipeptidase proenzyme
nudL	BW25113_RS09485	1890427	1891005	putative NUDIX hydrolase with low 3-phosphohydroxypyruvate phosphatase activity
aroH	BW25113_RS08920	1782692	1783738	3-deoxy-7-phosphoheptulonate synthase, Trp-sensitive
ygeG	BW25113_RS14830	2984627	2985118	TPR repeat-containing putative chaperone YgeG
BW25113_RS01035	BW25113_RS01035	225415	225491	tRNA-Asp
mazG	BW25113_RS14465	2903253	2904044	nucleoside triphosphate pyrophosphohydrolase
accC	BW25113_RS16885	3399276	3400625	biotin carboxylase
ddpC	BW25113_RS07785	1553271	1554167	putative D,D-dipeptide ABC transporter membrane subunit DdpC
dacD	BW25113_RS10505	2074862	2076028	D-alanyl-D-alanine carboxypeptidase DacD
ddpB	BW25113_RS07790	1554164	1555186	putative D,D-dipeptide ABC transporter membrane subunit DdpB
aroE	BW25113_RS17015	3423379	3424197	shikimate dehydrogenase
gor	BW25113_RS18125	3639659	3641011	glutathione reductase (NADPH)
yggT	BW25113_RS15330	3089179	3089745	uncharacterized protein YggT
ygdR	BW25113_RS14740	2964630	2964848	DUF903 domain-containing lipoprotein YgdR
soxR	BW25113_RS21100	4267397	4267861	DNA-binding transcriptional dual regulator SoxR
yagE	BW25113_RS01375	277989	278897	CP4-6 prophage; 2-dehydro-3-deoxygluconate aldolase
cobS	BW25113_RS10400	2057960	2058703	cobalamin 5'-phosphate synthase
rlmI	BW25113_RS05020	1024235	1025425	23S rRNA m<sup>5</sup>C1962 methyltransferase
BW25113_RS10385	BW25113_RS10385	2055741	2055816	tRNA-Asn
sapD	BW25113_RS06765	1346893	1347885	putrescine ABC exporter ATP binding protein SapD
ybaE	BW25113_RS02305	461068	462768	uncharacterized protein YbaE
aceB	BW25113_RS20825	4205406	4207007	malate synthase A
acpT	BW25113_RS17990	3606329	3606916	holo-[acyl carrier protein] synthase 2
umuC	BW25113_RS06165	1226642	1227910	DNA polymerase V catalytic protein
frdA	BW25113_RS21590	4370327	4372135	fumarate reductase flavoprotein subunit
uof	BW25113_RS03525	706095	706181	RyhB-regulated <i>fur</i> leader peptide
gldA	BW25113_RS20475	4127860	4128963	L-1,2-propanediol dehydrogenase / glycerol dehydrogenase
BW25113_RS25635	BW25113_RS25635	1645808	1646965	tyrosine-type recombinase/integrase
ynbA	BW25113_RS07385	1471878	1472483	CDP-alcohol phosphatidyltransferase domain-containing protein YnbA
ydjE	BW25113_RS09260	1846878	1848236	MFS transporter
yihY	BW25113_RS20165	4069506	4070378	PF03631 family membrane protein YihY
murA	BW25113_RS16530	3328594	3329853	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
rraB	BW25113_RS22090	4468290	4468706	ribonuclease E inhibitor protein B
deoB	BW25113_RS22830	4609420	4610643	phosphopentomutase
bcsF	BW25113_RS18335	3691386	3691577	putative cellulose biosynthesis protein BcsF
qmcA	BW25113_RS02525	510312	511229	PHB domain-containing protein QmcA
dgcZ	BW25113_RS08050	1617217	1618107	diguanylate cyclase DgcZ
ptsH	BW25113_RS12600	2527123	2527380	phosphocarrier protein HPr
malZ	BW25113_RS02085	417971	419788	maltodextrin glucosidase
sgbE	BW25113_RS18600	3743446	3744141	L-ribulose-5-phosphate 4-epimerase SgbE
yegL	BW25113_RS10825	2145950	2146609	IPR002035 domain-containing protein YegL
yjbH	BW25113_RS20900	4227562	4229658	putative lipoprotein YjbH
lsrA	BW25113_RS07930	1595747	1597282	Autoinducer-2 ABC transporter ATP binding subunit
yqjK	BW25113_RS16100	3243436	3243735	PF13997 family protein YqjK
alsB	BW25113_RS21235	4300924	4301859	D-allose ABC transporter periplasmic binding protein
gspD	BW25113_RS17235	3449736	3451688	type II secretion system secretin GspD<sub>&alpha;</sub>
dgoD	BW25113_RS19190	3865210	3866358	D-galactonate dehydratase
cbrB	BW25113_RS19320	3890866	3891333	putative inner membrane protein
vsr	BW25113_RS10240	2023929	2024399	DNA mismatch endonuclease Vsr
flgJ	BW25113_RS05630	1132827	1133768	putative peptidoglycan hydrolase FlgJ
nuoA	BW25113_RS11950	2398108	2398551	NADH:quinone oxidoreductase subunit A
gsiD	BW25113_RS04320	867346	868257	glutathione ABC transporter membrane subunit GsiD
ftsB	BW25113_RS14300	2865868	2866179	cell division protein FtsB
nusG	BW25113_RS20660	4167671	4168216	transcription termination/antitermination factor NusG
rpoE	BW25113_RS13425	2702796	2703371	RNA polymerase sigma factor RpoE
yohP	BW25113_RS11160	2222461	2222544	uncharacterized membrane protein YohP
punR	BW25113_RS08685	1733123	1734055	DNA-binding transcriptional activator PunR
tsx	BW25113_RS02130	426585	427469	nucleoside-specific channel-forming protein Tsx
rutF	BW25113_RS05240	1065316	1065810	FMN reductase RutF
yaeR	BW25113_RS00935	208364	208753	VOC domain-containing protein YaeR
uidC	BW25113_RS08450	1685843	1687108	glucuronide uptake porin UidC
alpA	BW25113_RS13690	2752003	2752215	CP4-57 prophage; DNA-binding transcriptional activator AlpA
sulA	BW25113_RS04970	1015866	1016375	cell division inhibitor SulA
mdtI	BW25113_RS08370	1667077	1667406	multidrug/spermidine efflux pump membrane subunit MdtI
yiaW	BW25113_RS18620	3747465	3747788	DUF3302 domain-containing protein YiaW
glgX	BW25113_RS17770	3562706	3564679	limit dextrin alpha-1,6-glucohydrolase
fur	BW25113_RS03520	705656	706102	DNA-binding transcriptional dual regulator Fur
hyaC	BW25113_RS05055	1030522	1031229	hydrogenase 1 cytochrome <i>b</i> subunit
yojI	BW25113_RS11540	2300451	2302094	ABC transporter family protein / microcin J25 efflux protein
flhD	BW25113_RS09915	1972104	1972454	DNA-binding transcriptional dual regulator FlhD
mdfA	BW25113_RS04370	879129	880361	multidrug efflux pump MdfA / Na<sup>+</sup>:H<sup>+</sup> antiporter / K<sup>+</sup>:H<sup>+</sup> antiporter
narQ	BW25113_RS12870	2579090	2580790	sensor histidine kinase NarQ
mgtS	BW25113_RS08045	1616903	1616998	small protein MgtS
yddG	BW25113_RS07720	1540545	1541426	amino acid exporter YddG
pldB	BW25113_RS19860	4002530	4003552	lysophospholipase L2
BW25113_RS07645	BW25113_RS07645	1522159	1524195	RHS repeat protein
narX	BW25113_RS06375	1271278	1273074	sensor histidine kinase NarX
dsbB	BW25113_RS06170	1227956	1228486	protein thiol:quinone oxidoreductase DsbB
menC	BW25113_RS11815	2368479	2369441	o-succinylbenzoate synthase
mntP	BW25113_RS09535	1899945	1900511	Mn2+ exporter
dacA	BW25113_RS03285	658208	659419	D-alanyl-D-alanine carboxypeptidase DacA
yhhH	BW25113_RS18030	3616759	3617142	PF15631 family protein YhhH
yfiR	BW25113_RS13590	2735234	2735752	DUF4154 domain-containing protein YfiR
gpmM	BW25113_RS18760	3778620	3780164	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
brnQ	BW25113_RS02075	415047	416366	branched chain amino acid transporter BrnQ
yoaI	BW25113_RS09355	1868335	1868439	protein YoaI
nuoF	BW25113_RS11930	2393697	2395034	NADH:quinone oxidoreductase subunit F
atpF	BW25113_RS19420	3913778	3914248	ATP synthase F<sub>o</sub> complex subunit b
uhpA	BW25113_RS19060	3843496	3844086	DNA-binding transcriptional activator UhpA
yphB	BW25113_RS13265	2667175	2668047	putative aldose 1-epimerase YphB
ilvY	BW25113_RS19595	3950287	3951180	DNA-binding transcriptional dual regulator IlvY
cdd	BW25113_RS11180	2225323	2226207	cytidine/deoxycytidine deaminase
yqiA	BW25113_RS15730	3168784	3169365	esterase YqiA
pflA	BW25113_RS04680	945796	946536	pyruvate formate-lyase activating enzyme
nlpA	BW25113_RS19010	3832535	3833353	lipoprotein NlpA
gltD	BW25113_RS16650	3352557	3353975	glutamate synthase subunit GltD
exbB	BW25113_RS15605	3144609	3145343	Ton complex subunit ExbB
intZ	BW25113_RS12735	2552217	2553425	CPZ-55 prophage; putative phage integrase IntZ
waaO	BW25113_RS18835	3795399	3796418	UDP-D-glucose:(glucosyl)LPS &alpha;-1,3-glucosyltransferase
kdsD	BW25113_RS16570	3334625	3335611	D-arabinose 5-phosphate isomerase KdsD
yddM	BW25113_RS07745	1546655	1546939	DNA-binding transcriptional regulator YddM
nepI	BW25113_RS19025	3833909	3835099	purine ribonucleoside exporter
basS	BW25113_RS21355	4321998	4323098	sensor histidine kinase BasS
ylcI	BW25113_RS02890	575707	575901	DLP12 prophage; DUF3950 domain-containing protein YlcI
BW25113_RS23265	BW25113_RS23265	275642	275815	IS30 family transposase
yqeB	BW25113_RS14950	3005973	3007598	XdhC-CoxI family protein YqeB
ribD	BW25113_RS02145	428911	430014	fused diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase
garD	BW25113_RS16220	3268641	3270212	galactarate dehydratase
yebB	BW25113_RS09765	1940508	1941110	putative papain-like amidase YebB
ydhK	BW25113_RS08610	1716378	1718390	putative transporter YdhK
yebC	BW25113_RS09775	1941668	1942408	putative transcriptional regulator YebC
ycgY	BW25113_RS06225	1240616	1241056	uncharacterized protein YcgY
cdaR	BW25113_RS00815	178950	180107	DNA-binding transcriptional activator CdaR
yghT	BW25113_RS15510	3127490	3128182	putative ATP-binding protein YghT
asnB	BW25113_RS03475	692969	694633	asparagine synthetase B
proW	BW25113_RS13940	2799369	2800433	glycine betaine ABC transporter membrane subunit ProW
ecnA	BW25113_RS21550	4366134	4366259	entericidin A lipoprotein, antidote to entericidin B
ybhJ	BW25113_RS04005	798959	801220	putative hydratase YbhJ
