"","gene","entry","gene_start","gene_end","gene_length","Binomial","ConNIS","ExpVsGamma","Geometric","InsDens","Tn5Gaps"
"4316","trmA","STM14_4964",4360221,4361321,1100,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4317","btuB","STM14_4965",4361695,4363539,1844,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4318","murI","STM14_4966",4363484,4364335,851,"essential","essential","essential","essential","non-essential","essential"
"4319","rrsB","STM14_4967",4364715,4366258,1543,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4320","ileU","STM14_4968",4366326,4366402,76,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4321","unnamed_gene_1893","STM14_4970",4366598,4366714,116,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4322","rrlB","STM14_4971",4366770,4369761,2991,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4323","murB","STM14_4973",4370253,4371281,1028,"essential","essential","essential","essential","non-essential","essential"
"4324","birA","STM14_4974",4371278,4372240,962,"essential","essential","essential","essential","non-essential","essential"
"4325","coaA","STM14_4975",4372275,4373225,950,"essential","essential","essential","essential","non-essential","essential"
"4326","unnamed_gene_1894","STM14_4976",4373306,4373410,104,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4327","unnamed_gene_1895","STM14_4977",4373434,4373607,173,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4328","thrU","STM14_4978",4373627,4373702,75,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4329","tyrU","STM14_4979",4373711,4373795,84,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4330","glyT","STM14_4980",4373912,4373986,74,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4331","tuf_2","STM14_4982",4374184,4375368,1184,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4332","unnamed_gene_1896","STM14_4983",4375382,4375510,128,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4333","secE","STM14_4984",4375598,4375981,383,"non-essential","essential","essential","non-essential","non-essential","essential"
"4334","nusG","STM14_4985",4375983,4376528,545,"essential","essential","essential","essential","non-essential","essential"
"4335","rplK","STM14_4986",4376686,4377114,428,"essential","essential","essential","non-essential","non-essential","essential"
"4336","rplA","STM14_4987",4377118,4377822,704,"essential","essential","essential","essential","non-essential","essential"
"4337","rplJ","STM14_4988",4378242,4378739,497,"essential","essential","essential","non-essential","non-essential","essential"
"4338","rplL","STM14_4989",4378806,4379171,365,"non-essential","essential","essential","non-essential","non-essential","essential"
"4339","rpoB","STM14_4990",4379489,4383517,4028,"essential","essential","essential","essential","non-essential","essential"
"4340","rpoC","STM14_4991",4383594,4387817,4223,"essential","essential","essential","essential","non-essential","essential"
"4341","unnamed_gene_1897","STM14_4992",4387859,4388182,323,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4342","unnamed_gene_1899","STM14_4994",4388486,4388623,137,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4343","thiH","STM14_5000",4390603,4391736,1133,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4344","thiG","STM14_5001",4391733,4392503,770,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4345","unnamed_gene_1904","STM14_5002",4392505,4392705,200,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4346","thiF","STM14_5003",4392686,4393444,758,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4347","thiE","STM14_5004",4393437,4394072,635,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4348","thiC","STM14_5005",4394072,4395967,1895,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4349","rsd","STM14_5006",4396331,4396819,488,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4350","nudC","STM14_5007",4396912,4397685,773,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4351","hemE","STM14_5008",4397726,4398790,1064,"essential","essential","essential","essential","non-essential","essential"
"4352","nfi","STM14_5009",4398800,4399471,671,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4353","yjaG","STM14_5010",4399513,4400103,590,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4354","hupA","STM14_5011",4400290,4400562,272,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4355","yjaH","STM14_5012",4400574,4401266,692,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4356","zraP","STM14_5013",4401308,4401763,455,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4357","hydH","STM14_5014",4401933,4403414,1481,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4358","hydG","STM14_5015",4403420,4404745,1325,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4359","purD","STM14_5016",4404742,4406031,1289,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4360","purH","STM14_5017",4406043,4407632,1589,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4361","unnamed_gene_1905","STM14_5018",4407683,4407805,122,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"4362","unnamed_gene_1906","STM14_5019",4407796,4407918,122,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4363","unnamed_gene_1907","STM14_5020",4407851,4407991,140,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4364","rrsE","STM14_5021",4408256,4409799,1543,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4365","gltV","STM14_5022",4409883,4409958,75,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4366","rrlE","STM14_5023",4410152,4413143,2991,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4367","unnamed_gene_1908","STM14_5025",4413499,4413630,131,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4368","unnamed_gene_1909","STM14_5026",4413565,4413795,230,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4369","yjaB","STM14_5027",4413786,4414223,437,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4370","metA","STM14_5028",4414380,4415309,929,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4371","aceB","STM14_5029",4415578,4417179,1601,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4372","aceA","STM14_5030",4417211,4418515,1304,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4373","unnamed_gene_1910","STM14_5031",4418519,4418641,122,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4374","aceK","STM14_5032",4418617,4420368,1751,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4375","unnamed_gene_1911","STM14_5033",4420332,4420739,407,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4376","iclR","STM14_5034",4420750,4421574,824,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4377","metH","STM14_5035",4421773,4425561,3788,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4378","yjbB","STM14_5036",4425828,4427459,1631,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4379","pepE","STM14_5037",4427535,4428224,689,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4380","unnamed_gene_1912","STM14_5038",4428296,4428397,101,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4381","unnamed_gene_1913","STM14_5039",4428432,4428971,539,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4382","yjbC","STM14_5040",4429018,4429887,869,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4383","yjbD","STM14_5041",4429884,4430156,272,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4384","unnamed_gene_1914","STM14_5042",4430254,4430427,173,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4385","unnamed_gene_1915","STM14_5043",4430491,4431195,704,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4386","unnamed_gene_1918","STM14_5046",4432382,4432672,290,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4387","unnamed_gene_1921","STM14_5049",4433983,4435728,1745,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4388","unnamed_gene_1923","STM14_5051",4436356,4437471,1115,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"4389","unnamed_gene_1924","STM14_5052",4437462,4437821,359,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
